iter	Passed	Remaining
133	5584	15252
134	5623	15203
135	5657	15143
136	5700	15104
137	5743	15065
138	5784	15023
139	5820	14965
140	5856	14912
141	5897	14867
142	5937	14823
143	5972	14765
144	6019	14736
145	6062	14698
146	6101	14652
147	6137	14597
148	6180	14560
149	6221	14516
150	6262	14474
151	6303	14432
152	6344	14389
153	6388	14352
154	6426	14303
155	6467	14261
156	6522	14249
157	6560	14199
158	6597	14149
159	6630	14088
160	6662	14027
161	6705	13990
162	6746	13948
163	6782	13895
164	6818	13842
165	6856	13795
166	6897	13753
167	6938	13710
168	6979	13669
169	7017	13621
170	7056	13576
171	7095	13530
172	7128	13474
173	7172	13438
174	7212	13393
175	7254	13355
176	7295	13314
177	7337	13273
178	7377	13229
179	7416	13185
180	7457	13144
181	7495	13096
182	7537	13056
183	7575	13010
184	7614	12965
185	7655	12923
186	7695	12881
187	7735	12838
188	7771	12788
189	7810	12743
190	7841	12685
191	7882	12645
192	7933	12619
193	7976	12580
194	8019	12543
195	8057	12496
196	8098	12455
197	8138	12412
198	8184	12379
199	8239	12358
200	8287	12328
201	8330	12290
202	8371	12248
203	8419	12216
204	8467	12185
205	8505	12139
206	8551	12104
207	8596	12068
208	8633	12021
209	8678	11984
210	8721	11945
211	8758	11898
212	8804	11863
213	8850	11827
214	8899	11796
215	8942	11758
216	8982	11714
217	9026	11676
218	9072	11640
219	9110	11595
220	9151	11553
221	9192	11511
222	9233	11469
223	9275	11428
224	9317	11387
225	9356	11344
226	9395	11299
227	9435	11255
228	9475	11213
229	9517	11173
230	9557	11130
231	9597	11086
232	9639	11045
233	9683	11007
234	9723	10965
235	9762	10920
236	9798	10873
237	9836	10828
238	9878	10787
239	9919	10746
240	9960	10704
241	9999	10660
242	10040	10618
243	10080	10575
244	10117	10530
245	10156	10486
246	10197	10444
247	10241	10406
248	10277	10359
249	10313	10313
250	10354	10272
251	10393	10228
252	10432	10185
253	10476	10146
254	10515	10103
255	10553	10059
256	10595	10017
257	10634	9975
258	10676	9934
259	10719	9894
260	10759	9852
261	10792	9803
262	10829	9759
263	10871	9718
264	10910	9674
265	10948	9631
266	10987	9588
267	11029	9547
268	11065	9502
269	11100	9456
270	11141	9415
271	11178	9370
272	11213	9323
273	11252	9281
274	11290	9237
275	11325	9191
276	11364	9148
277	11404	9107
278	11441	9062
279	11479	9019
280	11520	8978
281	11557	8934
282	11595	8891
283	11637	8850
284	11676	8808
285	11715	8766
286	11756	8725
287	11797	8684
288	11840	8644
289	11894	8613
290	11934	8571
291	11974	8529
292	12013	8487
293	12060	8450
294	12100	8408
295	12140	8367
296	12181	8326
297	12225	8287
298	12263	8243
299	12298	8199
300	12340	8158
301	12379	8116
302	12413	8070
303	12452	8028
304	12489	7984
305	12529	7943
306	12565	7899
307	12608	7860
308	12648	7818
309	12687	7776
310	12728	7735
311	12771	7695
312	12806	7651
313	12841	7606
314	12882	7565
315	12920	7523
316	12959	7481
317	12998	7439
318	13036	7396
319	13076	7355
320	13116	7314
321	13152	7270
322	13189	7227
323	13234	7189
324	13274	7147
325	13314	7106
326	13350	7063
327	13391	7022
328	13432	6981
329	13474	6941
330	13507	6896
331	13545	6854
332	13585	6813
333	13627	6772
334	13668	6732
335	13708	6690
336	13746	6648
337	13786	6607
338	13825	6566
339	13865	6524
340	13901	6481
341	13941	6440
342	13978	6398
343	14012	6354
344	14052	6313
345	14092	6272
346	14127	6229
347	14164	6186
348	14203	6145
349	14260	6111
350	14301	6071
351	14344	6031
352	14380	5988
353	14418	5946
354	14457	5905
355	14497	5864
356	14535	5822
357	14574	5781
358	14612	5738
359	14652	5698
360	14691	5656
361	14735	5617
362	14774	5576
363	14813	5534
364	14849	5492
365	14889	5451
366	14925	5409
367	14967	5368
368	15007	5327
369	15044	5285
370	15087	5246
371	15129	5205
372	15172	5165
373	15208	5123
374	15247	5082
375	15286	5041
376	15324	4999
377	15364	4958
378	15403	4917
379	15439	4875
380	15476	4833
381	15518	4793
382	15553	4751
383	15589	4709
384	15628	4668
385	15669	4627
386	15713	4588
387	15755	4547
388	15794	4506
389	15836	4466
390	15873	4424
391	15908	4382
392	15948	4342
393	15994	4303
394	16035	4262
395	16075	4221
396	16115	4181
397	16155	4140
398	16198	4100
399	16239	4059
400	16282	4019
401	16330	3981
402	16370	3940
403	16410	3899
404	16449	3858
405	16490	3817
406	16532	3777
407	16570	3736
408	16606	3694
409	16648	3654
410	16685	3613
411	16721	3571
412	16757	3530
413	16795	3488
414	16830	3447
415	16867	3405
416	16907	3365
417	16947	3324
418	16984	3283
419	17020	3242
420	17063	3201
421	17104	3161
422	17144	3120
423	17179	3079
424	17220	3038
425	17263	2998
426	17299	2957
427	17337	2916
428	17377	2876
429	17417	2835
430	17457	2794
431	17499	2754
432	17540	2714
433	17580	2673
434	17617	2632
435	17660	2592
436	17701	2551
437	17737	2510
438	17780	2470
439	17801	2427
440	17839	2386
441	17881	2346
442	17922	2306
443	17964	2265
444	18008	2225
445	18048	2185
446	18088	2144
447	18130	2104
448	18171	2064
449	18211	2023
450	18253	1983
451	18294	1942
452	18332	1902
453	18373	1861
454	18411	1820
455	18451	1780
456	18490	1739
457	18533	1699
458	18576	1659
459	18616	1618
460	18659	1578
461	18703	1538
462	18743	1497
463	18784	1457
464	18822	1416
465	18862	1376
466	18904	1335
467	18946	1295
468	18987	1255
469	19028	1214
470	19069	1174
471	19107	1133
472	19149	1093
473	19187	1052
474	19231	1012
475	19272	971
476	19374	934
477	19438	894
478	19495	854
479	19559	814
480	19628	775
481	19671	734
482	19710	693
483	19749	652
484	19791	612
485	19831	571
486	19870	530
487	19907	489
488	19950	448
489	19994	408
490	20037	367
491	20080	326
492	20121	285
493	20157	244
494	20198	204
495	20239	163
496	20277	122
497	20315	81
498	20355	40
499	20392	0
