iter	RMSE
719	0.1792947875
720	0.1792752734
721	0.1792712235
722	0.1792669733
723	0.1792555483
724	0.1792373382
725	0.1791148444
726	0.1790874354
727	0.1790706119
728	0.1790244345
729	0.1790203649
730	0.1790133089
731	0.1790094387
732	0.1789787517
733	0.1789626871
734	0.178955997
735	0.1788425648
736	0.1788352222
737	0.1788305636
738	0.1788223578
739	0.1788159188
740	0.1787813304
741	0.1787651694
742	0.1787550088
743	0.1786459774
744	0.1786315204
745	0.1786173191
746	0.1786084424
747	0.1785953308
748	0.1785814828
749	0.1785273835
750	0.1785082255
751	0.178486337
752	0.178464891
753	0.178455307
754	0.1784492884
755	0.1784411264
756	0.1783990058
757	0.1783745667
758	0.1783650494
759	0.1783522861
760	0.1783446418
761	0.1783428043
762	0.1783280333
763	0.1782756505
764	0.1782694908
765	0.1782557119
766	0.1781528288
767	0.1781496907
768	0.1781462399
769	0.1781254041
770	0.1780972885
771	0.1780830176
772	0.1780682447
773	0.1780532997
774	0.1780407575
775	0.1779924233
776	0.1779841804
777	0.1779708081
778	0.1779640804
779	0.1779320773
780	0.1778346302
781	0.1778230518
782	0.1778113516
783	0.1778006774
784	0.1777882598
785	0.1777857025
786	0.1777814916
787	0.1777492527
788	0.1777480792
789	0.1777288934
790	0.1776579225
791	0.1776458953
792	0.1775862268
793	0.1775818822
794	0.1775646564
795	0.1775407629
796	0.1775301967
797	0.1775247281
798	0.1775117648
799	0.1775048552
800	0.1774590743
801	0.1774449587
802	0.1774352202
803	0.177429567
804	0.1774254654
805	0.1774225772
806	0.1774159907
807	0.1774110948
808	0.177397408
809	0.1773903042
810	0.1773770962
811	0.1773708161
812	0.1773625273
813	0.177354411
814	0.1773419277
815	0.1773153195
816	0.1772759336
817	0.1772684953
818	0.1772554695
819	0.177206694
820	0.1771983511
821	0.177191403
822	0.177186603
823	0.1771786464
824	0.1771707678
825	0.1771580237
826	0.1771453398
827	0.1771365355
828	0.1771085424
829	0.1771022265
830	0.1770626547
831	0.1770596107
832	0.1770528234
833	0.1770484334
834	0.1770148748
835	0.1770011514
836	0.1769695542
837	0.17696615
838	0.1769547399
839	0.1769480552
840	0.1769418003
841	0.1769148876
842	0.1769104461
843	0.1769036418
844	0.1768930991
845	0.176874376
846	0.1768541534
847	0.1768536921
848	0.1768483399
849	0.1768418165
850	0.176831862
851	0.1768274154
852	0.1768024792
853	0.1767978869
854	0.1767891535
855	0.1767856324
856	0.1767810663
857	0.1767806131
858	0.17677651
859	0.176761523
860	0.1767603796
861	0.1767464451
862	0.1767116673
863	0.1767068798
864	0.1767000183
865	0.1766646387
866	0.1766541388
867	0.1766537053
868	0.1766438959
869	0.1766184646
870	0.1766151254
871	0.1766112425
872	0.1765974882
873	0.1765814429
874	0.1765670914
875	0.1765241261
876	0.1765135008
877	0.1764982659
878	0.1764934354
879	0.1764828393
880	0.1764690493
881	0.1764574698
882	0.17644464
883	0.1764342614
884	0.1764289029
885	0.1763984929
886	0.1763911393
887	0.1763853848
888	0.1763638422
889	0.1763374078
890	0.1763277613
891	0.1763220282
892	0.1763172039
893	0.1763111491
894	0.1762897372
895	0.1762487256
896	0.1762435009
897	0.1762400283
898	0.1760934686
899	0.1760573719
900	0.17604797
901	0.1760158903
902	0.1760136594
903	0.1759905187
904	0.1759776026
905	0.1759477964
906	0.175942397
907	0.1759093751
908	0.1758880415
909	0.175875173
910	0.1758634499
911	0.1758578161
912	0.1758517811
913	0.1758330488
914	0.1758313339
915	0.1758007452
916	0.1757941426
917	0.1757920334
918	0.1757560032
919	0.1757434239
920	0.1757370201
921	0.1757323099
922	0.1757105203
923	0.1755970446
924	0.1755906184
925	0.1755755984
926	0.1755685736
927	0.1755517914
928	0.1755453615
929	0.1755069801
930	0.1755022608
931	0.1754975384
932	0.1754785379
933	0.1753454425
934	0.1753180049
935	0.1753130454
936	0.1752990439
937	0.1752824477
938	0.1752757824
939	0.1752715834
940	0.1752688429
941	0.1752439785
942	0.17522959
943	0.1752209166
944	0.1752165152
945	0.1752051292
946	0.1752003162
947	0.1751768859
948	0.1751699397
949	0.1751692238
950	0.1751663209
951	0.1751612874
952	0.1751588562
953	0.1751572013
954	0.1751464801
955	0.1751279442
956	0.1751206109
957	0.1751064698
958	0.1750974421
959	0.1750839738
960	0.1750734545
961	0.1750650969
962	0.1750501464
963	0.175029663
964	0.1750223213
965	0.174975878
966	0.1749619563
967	0.1749414955
968	0.1748898664
969	0.1748811695
970	0.1748778085
971	0.174867
972	0.1748618408
973	0.1748540652
974	0.1748438489
975	0.174829626
976	0.1748218235
977	0.1748149377
978	0.17480689
979	0.1747763868
980	0.1747539491
981	0.1747272424
982	0.1747020939
983	0.1746932963
984	0.1746790894
985	0.1746692857
986	0.1746579832
987	0.1746444937
988	0.1746266899
989	0.1746177783
990	0.1745906603
991	0.1745840835
992	0.1745772224
993	0.1745619203
994	0.1745524385
995	0.1745435971
996	0.1745331211
997	0.1745286138
998	0.174521655
999	0.1745114438
