iter	RMSE
237	0.1774894838
238	0.1774578936
239	0.1774433825
240	0.1773951405
241	0.1773113243
242	0.1771553525
243	0.1771103871
244	0.1770828065
245	0.1770666292
246	0.1769640364
247	0.1768512199
248	0.1767082194
249	0.1766717078
250	0.1764829468
251	0.1763639117
252	0.176277993
253	0.1762369591
254	0.1761323052
255	0.1761109239
256	0.1760565786
257	0.1760136274
258	0.175951646
259	0.1759123908
260	0.1758781987
261	0.1758408335
262	0.1758403706
263	0.1757457842
264	0.1757329006
265	0.1756796953
266	0.1756316058
267	0.1755572036
268	0.1754878973
269	0.1754708971
270	0.1753837271
271	0.1753070583
272	0.1752323184
273	0.1752215804
274	0.1751046934
275	0.1750720455
276	0.1750352218
277	0.1749035962
278	0.174824332
279	0.1747893356
280	0.1747221214
281	0.1746901467
282	0.1746794133
283	0.1745621254
284	0.1745256742
285	0.1744657497
286	0.1744329908
287	0.1743727674
288	0.1743166046
289	0.1741892636
290	0.1740832523
291	0.1739556888
292	0.1739362171
293	0.1739087102
294	0.1738819464
295	0.1738611875
296	0.1738385683
297	0.1737062192
298	0.1736807315
299	0.173645687
300	0.1736159654
301	0.1735962319
302	0.1735512275
303	0.173504826
304	0.1734335889
305	0.1734091034
306	0.1733784401
307	0.1732993034
308	0.1732675973
309	0.1731786577
310	0.1731526441
311	0.1731151506
312	0.1730649393
313	0.1730385089
314	0.1728740832
315	0.1728205673
316	0.1727891977
317	0.1727048048
318	0.1726774902
319	0.1726288763
320	0.1725945909
321	0.1725558793
322	0.1725168348
323	0.1724349626
324	0.1724141801
325	0.1723656854
326	0.1723577676
327	0.1723340854
328	0.1723247483
329	0.172307246
330	0.1722818065
331	0.1722586281
332	0.1722250242
333	0.1722162516
334	0.1722033804
335	0.17217201
336	0.1721393138
337	0.1720942253
338	0.1720599145
339	0.1720438271
340	0.1720321491
341	0.1719758194
342	0.1719564923
343	0.1719345154
344	0.1718755867
345	0.1718521492
346	0.1718308493
347	0.171790033
348	0.1717730991
349	0.1717550738
350	0.1717066371
351	0.1716705312
352	0.1716539951
353	0.1716346982
354	0.1715456256
355	0.1715257533
356	0.1714645155
357	0.171430784
358	0.171414888
359	0.171387769
360	0.1713603626
361	0.1713453148
362	0.1712931833
363	0.1712488283
364	0.1712113748
365	0.171079042
366	0.171038809
367	0.1710210795
368	0.1710070234
369	0.1709845225
370	0.1709187888
371	0.1708806878
372	0.1708377183
373	0.1708146965
374	0.1707687931
375	0.170752522
376	0.1707277186
377	0.1707155891
378	0.1706819071
379	0.1706629188
380	0.1706290638
381	0.1706066235
382	0.1705820562
383	0.1705591272
384	0.1705271017
385	0.1705150676
386	0.1704610014
387	0.170419641
388	0.1703747912
389	0.1703367546
390	0.1702933135
391	0.1702558859
392	0.1702327658
393	0.1701634402
394	0.1701383898
395	0.1701248156
396	0.1700651633
397	0.170054763
398	0.1699747964
399	0.169924827
400	0.1699046825
401	0.1698320499
402	0.1698064344
403	0.1697466686
404	0.1696969878
405	0.1696546261
406	0.169532745
407	0.1694517376
408	0.1694401175
409	0.1694252643
410	0.1693729216
411	0.1693565421
412	0.1693480459
413	0.1693244434
414	0.1693122059
415	0.1692978501
416	0.1692482141
417	0.1691757105
418	0.1691176111
419	0.169102666
420	0.1690514129
421	0.1690104494
422	0.1689943271
423	0.1689647437
424	0.1689532372
425	0.1689158298
426	0.1689012225
427	0.1688714333
428	0.168847103
429	0.1687909073
430	0.1687279965
431	0.168703332
432	0.1686870778
433	0.1686513885
434	0.1686269299
435	0.1686082644
436	0.1685935373
437	0.1685640152
438	0.168537644
439	0.1684404669
440	0.1684013697
441	0.1683682062
442	0.1683559866
443	0.1683244203
444	0.1683029011
445	0.1682730632
446	0.1682108904
447	0.1681913199
448	0.1681755391
449	0.1681578807
450	0.1681379268
451	0.168114345
452	0.1680968454
453	0.1680718901
454	0.1680394955
455	0.1680248799
456	0.1680114009
457	0.1679824967
458	0.1679403496
459	0.1679003181
460	0.1678886251
461	0.1678063064
462	0.1677886876
463	0.1677665242
464	0.1677509696
465	0.167720633
466	0.1676700049
467	0.1676334382
468	0.1676084505
469	0.1675830326
470	0.1675694134
471	0.1675438784
472	0.1675395087
473	0.1675278219
474	0.1675073855
475	0.1674923009
476	0.1674755846
477	0.1674350605
478	0.1674041538
479	0.1673815787
480	0.167368906
481	0.1673453679
482	0.1673307532
483	0.1673150591
484	0.1672996151
485	0.1672818577
486	0.1672645563
487	0.1672551538
488	0.1672387485
489	0.1672254691
490	0.1672129914
491	0.1672022125
492	0.167179514
493	0.1671701949
494	0.1671392104
495	0.1671118873
496	0.1670825443
497	0.1670565175
498	0.1670252055
499	0.1670123138
