iter	Passed	Remaining
149	5781	13489
150	5820	13451
151	5861	13420
152	5896	13373
153	5936	13338
154	5977	13305
155	6019	13274
156	6057	13233
157	6097	13197
158	6139	13166
159	6186	13145
160	6218	13093
161	6258	13058
162	6298	13022
163	6330	12969
164	6366	12926
165	6409	12896
166	6452	12865
167	6490	12827
168	6532	12794
169	6572	12759
170	6615	12727
171	6657	12694
172	6700	12664
173	6742	12633
174	6783	12598
175	6820	12556
176	6859	12517
177	6897	12478
178	6939	12444
179	6979	12408
180	7021	12375
181	7053	12324
182	7093	12288
183	7125	12237
184	7165	12201
185	7206	12165
186	7242	12123
187	7282	12086
188	7321	12047
189	7362	12011
190	7404	11979
191	7445	11944
192	7482	11902
193	7520	11862
194	7561	11826
195	7603	11792
196	7639	11749
197	7678	11711
198	7720	11677
199	7759	11639
200	7793	11593
201	7836	11560
202	7875	11522
203	7916	11486
204	7957	11450
205	8004	11423
206	8044	11386
207	8082	11346
208	8126	11314
209	8162	11271
210	8198	11229
211	8238	11191
212	8286	11164
213	8326	11128
214	8366	11089
215	8409	11057
216	8450	11020
217	8490	10983
218	8528	10943
219	8570	10907
220	8613	10873
221	8647	10829
222	8690	10794
223	8729	10756
224	8770	10719
225	8812	10683
226	8853	10647
227	8890	10606
228	8928	10566
229	8965	10524
230	9008	10490
231	9036	10439
232	9075	10400
233	9114	10360
234	9155	10323
235	9196	10287
236	9237	10250
237	9276	10212
238	9318	10176
239	9354	10133
240	9391	10093
241	9428	10052
242	9464	10009
243	9504	9972
244	9545	9935
245	9586	9898
246	9623	9857
247	9659	9815
248	9701	9779
249	9742	9742
250	9784	9706
251	9825	9670
252	9866	9632
253	9905	9593
254	9947	9557
255	9988	9519
256	10025	9479
257	10062	9438
258	10102	9400
259	10141	9361
260	10178	9320
261	10217	9281
262	10257	9243
263	10297	9204
264	10337	9167
265	10373	9125
266	10412	9086
267	10451	9047
268	10491	9009
269	10528	8968
270	10571	8933
271	10611	8895
272	10651	8856
273	10690	8817
274	10731	8780
275	10787	8754
276	10828	8717
277	10870	8680
278	10916	8647
279	10958	8610
280	10999	8572
281	11039	8534
282	11077	8493
283	11113	8452
284	11154	8414
285	11195	8377
286	11238	8340
287	11277	8301
288	11318	8263
289	11353	8221
290	11391	8181
291	11431	8142
292	11473	8105
293	11511	8065
294	11551	8027
295	11592	7989
296	11633	7951
297	11672	7912
298	11714	7874
299	11755	7837
300	11797	7799
301	11837	7761
302	11878	7722
303	11916	7683
304	12001	7673
305	12058	7644
306	12113	7615
307	12176	7590
308	12232	7561
309	12290	7532
310	12331	7493
311	12369	7453
312	12407	7412
313	12447	7373
314	12481	7330
315	12520	7290
316	12557	7249
317	12591	7206
318	12628	7165
319	12674	7129
320	12717	7091
321	12757	7052
322	12799	7013
323	12840	6975
324	12880	6935
325	12968	6922
326	13013	6884
327	13054	6845
328	13091	6804
329	13131	6764
330	13171	6724
331	13211	6685
332	13251	6645
333	13294	6607
334	13334	6567
335	13377	6529
336	13416	6489
337	13459	6451
338	13504	6413
339	13549	6376
340	13585	6334
341	13623	6293
342	13664	6254
343	13702	6213
344	13746	6175
345	13787	6136
346	13827	6096
347	13865	6056
348	13900	6014
349	13938	5973
350	13974	5932
351	14014	5892
352	14048	5850
353	14086	5809
354	14128	5770
355	14167	5730
356	14203	5689
357	14237	5647
358	14277	5607
359	14318	5568
360	14355	5527
361	14392	5486
362	14430	5446
363	14466	5405
364	14506	5365
365	14548	5326
366	14590	5287
367	14631	5248
368	14667	5207
369	14706	5167
370	14746	5127
371	14789	5088
372	14834	5050
373	14887	5015
374	14928	4976
375	14968	4936
376	15012	4897
377	15056	4859
378	15098	4820
379	15139	4780
380	15185	4742
381	15225	4703
382	15269	4664
383	15305	4623
384	15342	4582
385	15385	4543
386	15428	4504
387	15469	4465
388	15511	4426
389	15551	4386
390	15595	4347
391	15637	4308
392	15677	4268
393	15719	4229
394	15763	4190
395	15802	4150
396	15842	4110
397	15883	4070
398	15925	4031
399	15964	3991
400	16003	3951
401	16041	3910
402	16076	3869
403	16112	3828
404	16157	3790
405	16201	3751
406	16243	3711
407	16283	3671
408	16324	3632
409	16363	3591
410	16405	3552
411	16437	3510
412	16472	3469
413	16515	3430
414	16556	3390
415	16590	3350
416	16628	3309
417	16665	3269
418	16705	3229
419	16747	3189
420	16787	3150
421	16834	3111
422	16872	3071
423	16911	3031
424	16951	2991
425	16991	2951
426	17033	2912
427	17074	2872
428	17112	2832
429	17146	2791
430	17184	2751
431	17231	2712
432	17266	2671
433	17306	2631
434	17348	2592
435	17383	2551
436	17424	2512
437	17467	2472
438	17514	2433
439	17555	2393
440	17593	2353
441	17635	2314
442	17669	2273
443	17706	2233
444	17753	2194
445	17798	2154
446	17840	2115
447	17880	2075
448	17918	2035
449	17956	1995
450	17996	1955
451	18035	1915
452	18073	1875
453	18114	1835
454	18149	1794
455	18188	1755
456	18223	1714
457	18263	1674
458	18297	1634
459	18337	1594
460	18378	1554
461	18420	1515
462	18458	1475
463	18499	1435
464	18539	1395
465	18579	1355
466	18600	1314
467	18637	1274
468	18676	1234
469	18716	1194
470	18753	1154
471	18795	1114
472	18837	1075
473	18877	1035
474	18911	995
475	18948	955
476	18988	915
477	19027	875
478	19065	835
479	19104	796
480	19147	756
481	19189	716
482	19229	676
483	19269	637
484	19319	597
485	19357	557
486	19401	517
487	19443	478
488	19485	438
489	19524	398
490	19561	358
491	19601	318
492	19638	278
493	19677	238
494	19718	199
495	19760	159
496	19799	119
497	19835	79
498	19874	39
499	19917	0
