iter	Passed	Remaining
160	6334	13337
161	6374	13298
162	6417	13267
163	6451	13218
164	6491	13180
165	6533	13145
166	6573	13107
167	6612	13067
168	6652	13028
169	6687	12982
170	6727	12943
171	6762	12896
172	6800	12853
173	6842	12819
174	6879	12776
175	6919	12738
176	6959	12699
177	6997	12658
178	7036	12618
179	7077	12581
180	7117	12544
181	7154	12500
182	7198	12468
183	7239	12433
184	7280	12396
185	7319	12356
186	7355	12311
187	7388	12262
188	7429	12224
189	7466	12181
190	7509	12148
191	7544	12101
192	7576	12051
193	7620	12019
194	7661	11982
195	7702	11946
196	7741	11907
197	7784	11873
198	7821	11831
199	7862	11793
200	7900	11753
201	7940	11714
202	7983	11680
203	8025	11644
204	8066	11608
205	8103	11564
206	8135	11515
207	8178	11481
208	8218	11442
209	8257	11402
210	8294	11361
211	8336	11325
212	8379	11290
213	8418	11250
214	8458	11212
215	8500	11176
216	8537	11134
217	8578	11097
218	8619	11059
219	8665	11028
220	8706	10991
221	8746	10952
222	8780	10907
223	8820	10867
224	8858	10827
225	8897	10787
226	8934	10745
227	8982	10715
228	9023	10678
229	9063	10639
230	9103	10601
231	9145	10564
232	9188	10528
233	9232	10494
234	9272	10456
235	9313	10418
236	9351	10377
237	9395	10342
238	9436	10305
239	9474	10263
240	9514	10225
241	9557	10188
242	9599	10152
243	9639	10113
244	9681	10076
245	9716	10031
246	9768	10006
247	9813	9971
248	9851	9930
249	9886	9886
250	9926	9847
251	9967	9809
252	10007	9769
253	10050	9733
254	10089	9693
255	10127	9652
256	10169	9615
257	10203	9571
258	10245	9533
259	10284	9493
260	10324	9453
261	10362	9412
262	10402	9373
263	10443	9336
264	10479	9293
265	10519	9254
266	10559	9214
267	10596	9173
268	10638	9135
269	10680	9098
270	10719	9057
271	10760	9019
272	10802	8982
273	10841	8942
274	10883	8904
275	10923	8865
276	10962	8825
277	11004	8787
278	11043	8747
279	11082	8708
280	11119	8665
281	11160	8627
282	11198	8587
283	11237	8547
284	11274	8505
285	11322	8472
286	11355	8427
287	11387	8382
288	11425	8341
289	11466	8302
290	11504	8262
291	11545	8224
292	11580	8181
293	11621	8142
294	11664	8105
295	11705	8067
296	11751	8032
297	11790	7992
298	11828	7951
299	11871	7914
300	11916	7878
301	11954	7837
302	11993	7797
303	12033	7758
304	12074	7719
305	12116	7681
306	12158	7643
307	12206	7609
308	12247	7570
309	12285	7529
310	12328	7492
311	12368	7453
312	12407	7413
313	12449	7374
314	12491	7336
315	12530	7296
316	12571	7257
317	12605	7214
318	12643	7173
319	12683	7134
320	12724	7095
321	12761	7054
322	12797	7012
323	12838	6973
324	12880	6935
325	12918	6895
326	12955	6854
327	12994	6814
328	13036	6776
329	13078	6737
330	13115	6696
331	13152	6655
332	13199	6619
333	13235	6577
334	13276	6539
335	13315	6499
336	13382	6472
337	13428	6436
338	13468	6396
339	13507	6356
340	13546	6316
341	13584	6275
342	13627	6237
343	13662	6195
344	13703	6156
345	13740	6115
346	13783	6077
347	13825	6038
348	13865	5998
349	13906	5959
350	13945	5919
351	13986	5880
352	14024	5840
353	14065	5800
354	14098	5758
355	14131	5715
356	14168	5675
357	14209	5636
358	14253	5598
359	14286	5555
360	14329	5517
361	14367	5476
362	14402	5435
363	14440	5395
364	14472	5352
365	14512	5313
366	14554	5274
367	14589	5233
368	14630	5194
369	14672	5155
370	14714	5116
371	14749	5075
372	14788	5035
373	14823	4993
374	14861	4953
375	14902	4914
376	14940	4874
377	14988	4837
378	15029	4798
379	15072	4759
380	15114	4720
381	15151	4680
382	15192	4641
383	15231	4601
384	15280	4564
385	15326	4526
386	15365	4486
387	15407	4447
388	15454	4409
389	15496	4370
390	15536	4331
391	15595	4296
392	15635	4257
393	15676	4217
394	15716	4177
395	15755	4137
396	15797	4098
397	15840	4059
398	15878	4019
399	15916	3979
400	15959	3940
401	16000	3900
402	16038	3860
403	16078	3820
404	16116	3780
405	16156	3740
406	16191	3699
407	16227	3659
408	16264	3618
409	16306	3579
410	16346	3539
411	16388	3500
412	16428	3460
413	16469	3421
414	16511	3381
415	16553	3342
416	16594	3302
417	16633	3263
418	16672	3223
419	16713	3183
420	16753	3143
421	16794	3104
422	16834	3064
423	16873	3024
424	16909	2984
425	16948	2944
426	16986	2903
427	17026	2864
428	17067	2824
429	17105	2784
430	17144	2744
431	17184	2704
432	17222	2664
433	17261	2625
434	17306	2585
435	17363	2548
436	17408	2509
437	17457	2471
438	17503	2432
439	17555	2393
440	17602	2355
441	17651	2316
442	17697	2277
443	17742	2237
444	17786	2198
445	17835	2159
446	17884	2120
447	17932	2081
448	17974	2041
449	18020	2002
450	18064	1962
451	18105	1922
452	18145	1882
453	18193	1843
454	18239	1803
455	18285	1764
456	18328	1724
457	18378	1685
458	18421	1645
459	18467	1605
460	18514	1566
461	18556	1526
462	18594	1485
463	18631	1445
464	18671	1405
465	18709	1365
466	18746	1324
467	18784	1284
468	18827	1244
469	18867	1204
470	18909	1164
471	18951	1124
472	18991	1084
473	19025	1043
474	19063	1003
475	19103	963
476	19144	923
477	19185	883
478	19224	842
479	19266	802
480	19307	762
481	19346	722
482	19388	682
483	19431	642
484	19469	602
485	19508	561
486	19549	521
487	19592	481
488	19631	441
489	19667	401
490	19706	361
491	19750	321
492	19789	280
493	19830	240
494	19872	200
495	19913	160
496	19953	120
497	19993	80
498	20034	40
499	20074	0
