iter	RMSE
451	0.1717435523
452	0.1716974705
453	0.1716798898
454	0.1716430182
455	0.1716116855
456	0.1715609916
457	0.1715398224
458	0.1714317761
459	0.1713438438
460	0.1713092713
461	0.1712838915
462	0.1712781406
463	0.1712250414
464	0.1712067539
465	0.1712001306
466	0.1711773482
467	0.1711628512
468	0.1711460628
469	0.1711308315
470	0.1711206325
471	0.1711025352
472	0.1710785514
473	0.1710654394
474	0.1710641797
475	0.1710412756
476	0.1710047372
477	0.1709505726
478	0.1709050711
479	0.1708762341
480	0.1708662228
481	0.1708305853
482	0.1707241448
483	0.1706990095
484	0.1705064863
485	0.1704652631
486	0.1704477669
487	0.1704325128
488	0.1704218525
489	0.1703474181
490	0.1702940176
491	0.1702831793
492	0.1702668665
493	0.1702572464
494	0.1702338099
495	0.1702083469
496	0.1701836558
497	0.1701675038
498	0.1700191562
499	0.170013894
