iter	RMSE
0	10.31736699
1	9.303866186
2	8.392801675
3	7.574940951
4	6.84068455
5	6.182480968
6	5.592177552
7	5.064062624
8	4.572620994
9	4.127346021
10	3.726453612
11	3.371308492
12	3.049088316
13	2.760956284
14	2.503002115
15	2.271953932
16	2.066484056
17	1.882273025
18	1.716487796
19	1.570207888
20	1.435450427
21	1.31515012
22	1.194969045
23	1.086310191
24	0.9904315458
25	0.9026525985
26	0.8244644461
27	0.7552100115
28	0.6924071273
29	0.6371758859
30	0.588023896
31	0.5431108229
32	0.5027504269
33	0.4680952051
34	0.4372953327
35	0.4095872048
36	0.385836441
37	0.3641732654
38	0.345374674
39	0.3290833766
40	0.3147833581
41	0.3022973411
42	0.2908729582
43	0.2804698637
44	0.2717678186
45	0.2644610976
46	0.2575415397
47	0.2525315634
48	0.2470205201
49	0.2424084191
50	0.238207906
51	0.2343839935
52	0.2307375558
53	0.2283173667
54	0.2261458356
55	0.2238293311
56	0.2218783596
57	0.2200865481
58	0.2188608199
59	0.2175780125
60	0.2163990917
61	0.2151162282
62	0.2142388534
63	0.2133290228
64	0.2125503765
65	0.2115775261
66	0.2105385211
67	0.2093298794
68	0.2085726991
69	0.2079172873
70	0.2072683707
71	0.2069371015
72	0.2064882966
73	0.2060358363
74	0.2056887895
75	0.2047624976
76	0.2041216047
77	0.2036658683
78	0.203307153
79	0.2027327737
80	0.2024055181
81	0.2021302069
82	0.2018833121
83	0.2015963048
84	0.2014546728
85	0.2003958871
86	0.2000978145
87	0.1992776333
88	0.1990258601
89	0.198465586
90	0.1982777489
91	0.1980147796
92	0.1977749919
93	0.1976125353
94	0.1973792511
95	0.1972656505
96	0.1968386949
97	0.1965189032
98	0.196312698
99	0.1962258456
100	0.1959324309
101	0.1954899699
102	0.1954849086
103	0.195155439
104	0.1949878141
105	0.1944665286
106	0.1943946197
107	0.1936587665
108	0.1935309909
109	0.1928602961
110	0.1923551449
111	0.1923341412
112	0.1921581696
113	0.1920703573
114	0.1918451907
115	0.1917273835
116	0.1915685857
117	0.1912271513
118	0.1910135496
119	0.190876763
120	0.1901879985
121	0.1901766533
122	0.1901215078
123	0.1899746773
124	0.1896990216
125	0.1892609611
126	0.1891195597
127	0.1890513301
128	0.1888570166
129	0.1886969038
130	0.1885857212
131	0.1884968777
132	0.1884816861
133	0.1883098606
134	0.1881976733
135	0.1879812375
136	0.1879160718
137	0.1878878326
138	0.1877337214
139	0.1876975213
140	0.1875766797
141	0.1875084749
142	0.1871132871
143	0.1870390913
144	0.1865008827
145	0.1863821345
146	0.1862594178
147	0.1862445063
148	0.1861690704
149	0.1860569424
150	0.1859809514
151	0.1859228725
152	0.1858836418
153	0.1857602808
154	0.1855093605
155	0.1853925577
156	0.1853698345
157	0.1852817542
158	0.1851876358
159	0.1851107876
160	0.1850450299
161	0.1849987572
162	0.1847630931
163	0.1847058161
164	0.1844973022
165	0.1844339293
166	0.184191516
167	0.1841380749
168	0.1840337168
169	0.1838740866
170	0.1838198937
171	0.183487867
172	0.1834508807
173	0.1831182162
174	0.1830097789
175	0.1829090353
176	0.1828819582
177	0.1827661772
178	0.1826244446
179	0.1823881274
180	0.1822090783
181	0.1821652681
182	0.1820268464
183	0.1819818807
184	0.1819399378
185	0.1819037763
186	0.1817943585
187	0.1816597107
188	0.1815905512
189	0.1814332999
190	0.1812214428
191	0.1811473337
192	0.1809993668
193	0.1809567762
194	0.1808954094
195	0.1807982224
196	0.1802667454
197	0.1801760006
198	0.1801016223
199	0.1799125649
200	0.179525527
201	0.1794829639
202	0.1792396682
203	0.1791857194
204	0.1790682462
205	0.1790422182
206	0.178846721
207	0.1785478086
208	0.1784048864
209	0.1783568711
210	0.1783028475
211	0.1782430956
212	0.178186924
213	0.1781130091
214	0.1780684849
215	0.1779130157
216	0.177868084
217	0.177853759
218	0.1778188594
219	0.1777784564
220	0.1776946674
221	0.1774705955
222	0.1774613117
223	0.1774314843
224	0.177366199
225	0.1773248673
226	0.1772823296
227	0.1772208
228	0.1770894853
229	0.1770034317
230	0.1769643867
231	0.1769067146
232	0.1768427675
233	0.1768199164
234	0.176807463
235	0.1767846285
236	0.1766739038
237	0.1766670972
238	0.17665363
239	0.1765998708
240	0.1765659644
241	0.1765467423
242	0.1763990209
243	0.1763619407
244	0.1763221462
245	0.1762947916
246	0.1762723607
247	0.1762210125
248	0.1761806359
249	0.1761421662
250	0.176060882
251	0.1760224608
252	0.1759887862
253	0.175907016
254	0.1758768565
255	0.1758382947
256	0.1757423795
257	0.1756403701
258	0.1754948145
259	0.1754009574
260	0.1753956667
261	0.175362708
262	0.1753484625
263	0.1752422741
264	0.1752271235
265	0.1752023278
266	0.175128415
267	0.175047192
268	0.174956013
269	0.1749033628
270	0.1748867783
271	0.1748807572
272	0.1748369666
273	0.1747809065
274	0.1747690141
275	0.1747306583
276	0.1745282354
